date;returnsp500
2002-06-11;-0.016768641
2002-06-12;0.006549147
2002-06-13;-0.010542904
2002-06-14;-0.002270891
2002-06-17;0.028287522
2002-06-18;0.000935702
2002-06-19;-0.016674102
2002-06-20;-0.013522523
2002-06-21;-0.017189701
2002-06-24;0.003612772
2002-06-25;-0.016842632
2002-06-26;-0.00268765
2002-06-27;0.01743283
2002-06-28;-0.000838193
2002-07-01;-0.021609656
2002-07-02;-0.021453915
2002-07-03;0.006203755
2002-07-04;0
2002-07-05;0.036071476
2002-07-08;-0.012258484
2002-07-09;-0.025029677
2002-07-10;-0.034552095
2002-07-11;0.007468214
2002-07-12;-0.006469224
2002-07-15;-0.003762264
2002-07-16;-0.018560385
2002-07-17;0.005522705
2002-07-18;-0.02739039
2002-07-19;-0.039095488
2002-07-22;-0.03347618
2002-07-23;-0.02738881
2002-07-24;0.055732468
2002-07-25;-0.005635827
2002-07-26;0.016742729
2002-07-29;0.052666583
2002-07-30;0.004240352
2002-07-31;0.009744345
2002-08-01;-0.030019846
2002-08-02;-0.023352882
2002-08-05;-0.03489794
2002-08-06;0.029479696
2002-08-07;0.019812436
2002-08-08;0.032198402
2002-08-09;0.003505874
2002-08-12;-0.005340879
2002-08-13;-0.021913506
2002-08-14;0.03926595
2002-08-15;0.011492826
2002-08-16;-0.001592237
2002-08-19;0.023358462
2002-08-20;-0.014077504
2002-08-21;0.012645985
2002-08-22;0.013953763
2002-08-23;-0.022947486
2002-08-26;0.007507408
2002-08-27;-0.013947761
2002-08-28;-0.018298229
2002-08-29;-7.62664E-05
2002-08-30;-0.001886721
2002-09-02;0
2002-09-03;-0.042423409
2002-09-04;0.017365036
2002-09-05;-0.016078877
2002-09-06;0.016660754
2002-09-09;0.01006197
2002-09-10;0.007304699
2002-09-11;-0.000142933
2002-09-12;-0.02509651
2002-09-13;0.003264445
2002-09-16;0.001448698
2002-09-17;-0.019925629
2002-09-18;-0.004658696
2002-09-19;-0.030525847
2002-09-20;0.002451577
2002-09-23;-0.013924434
2002-09-24;-0.017435514
2002-09-25;0.024558936
2002-09-26;0.01804594
2002-09-27;-0.032790992
2002-09-30;-0.014720383
2002-10-01;0.039242886
2002-10-02;-0.023870045
2002-10-03;-0.010881421
2002-10-04;-0.022686567
2002-10-07;-0.019296123
2002-10-08;0.016757241
2002-10-09;-0.027666161
2002-10-10;0.034368339
2002-10-11;0.038315123
2002-10-14;0.007299825
2002-10-15;0.046249339
2002-10-16;-0.024408404
2002-10-17;0.022056758
2002-10-18;0.005885739
2002-10-21;0.017185462
2002-10-22;-0.010682382
2002-10-23;0.006695429
2002-10-24;-0.015337862
2002-10-25;0.017021449
2002-10-28;-0.008300381
2002-10-29;-0.009117747
2002-10-30;0.009656788
2002-10-31;-0.005572864
2002-11-01;0.017014828
2002-11-04;0.008168905
2002-11-05;0.007720437
2002-11-06;0.009102094
2002-11-07;-0.023117416
2002-11-08;-0.008801708
2002-11-11;-0.020950211
2002-11-12;0.007685611
2002-11-13;-0.000487122
2002-11-14;0.024346537
2002-11-15;0.006129781
2002-11-18;-0.010463086
2002-11-19;-0.004028718
2002-11-20;0.019228707
2002-11-21;0.021224774
2002-11-22;-0.003443637
2002-11-25;0.002500766
2002-11-26;-0.021201212
2002-11-27;0.027601662
2002-11-28;0
2002-11-29;-0.002730406
2002-12-02;-0.001902889
2002-12-03;-0.014855174
2002-12-04;-0.003459684
2002-12-05;-0.012082685
2002-12-06;0.006245965
2002-12-09;-0.022426019
2002-12-10;0.013860892
2002-12-11;0.00056372
2002-12-12;-0.003730873
2002-12-13;-0.013522849
2002-12-16;0.023247041
2002-12-17;-0.008172584
2002-12-18;-0.013232381
2002-12-19;-0.00773927
2002-12-20;0.012921528
2002-12-23;0.001818051
2002-12-24;-0.005486507
2002-12-25;0
2002-12-26;-0.003153532
2002-12-27;-0.016158443
2002-12-30;0.004547561
2002-12-31;0.000488856
2003-01-01;0
2003-01-02;0.032660756
2003-01-03;-0.00048415
2003-01-06;0.022225556
2003-01-07;-0.006566111
2003-01-08;-0.014185718
2003-01-09;0.019211371
2003-01-10;-1.07808E-05
2003-01-13;-0.001413291
2003-01-14;0.005812968
2003-01-15;-0.014530928
2003-01-16;-0.003950202
2003-01-17;-0.014116223
2003-01-20;0
2003-01-21;-0.015826864
2003-01-22;-0.010487191
2003-01-23;0.010171691
2003-01-24;-0.029669251
2003-01-27;-0.016291732
2003-01-28;0.012966032
2003-01-29;0.006756077
2003-01-30;-0.023114366
2003-01-31;0.013044865
2003-02-03;0.005384566
2003-02-04;-0.014187956
2003-02-05;-0.005449862
2003-02-06;-0.006469512
2003-02-07;-0.010144945
2003-02-10;0.00754059
2003-02-11;-0.008131347
2003-02-12;-0.012768093
2003-02-13;-0.001601418
2003-02-14;0.021208111
2003-02-17;0
2003-02-18;0.019311894
2003-02-19;-0.007121412
2003-02-20;-0.009546924
2003-02-21;0.01313755
2003-02-24;-0.018551774
2003-02-25;0.007168747
2003-02-26;-0.013228532
2003-02-27;0.011689014
2003-02-28;0.004611461
2003-03-03;-0.007565849
2003-03-04;-0.015475925
2003-03-05;0.009516732
2003-03-06;-0.009382919
2003-03-07;0.008225414
2003-03-10;-0.026169169
2003-03-11;-0.008394475
2003-03-12;0.004311748
2003-03-13;0.033876682
2003-03-14;0.001645478
2003-03-17;0.034813605
2003-03-18;0.00423308
2003-03-19;0.008698855
2003-03-20;0.001886049
2003-03-21;0.022716703
2003-03-24;-0.035867073
2003-03-25;0.012087762
2003-03-26;-0.005490961
2003-03-27;-0.001645125
2003-03-28;-0.005796716
2003-03-31;-0.01790102
2003-04-01;0.012070506
2003-04-02;0.025780728
2003-04-03;-0.005064454
2003-04-04;0.002734577
2003-04-07;0.001228124
2003-04-08;-0.001865524
2003-04-09;-0.014103474
2003-04-10;0.006434295
2003-04-11;-0.003770379
2003-04-14;0.019310221
2003-04-15;0.006283663
2003-04-16;-0.012311532
2003-04-17;0.015416237
2003-04-18;0
2003-04-21;-0.001758523
2003-04-22;0.021471619
2003-04-23;0.008358923
2003-04-24;-0.00829309
2003-04-25;-0.013943128
2003-04-28;0.01767752
2003-04-29;0.003273897
2003-04-30;-0.001002856
2003-05-01;-0.000676405
2003-05-02;0.014926782
2003-05-05;-0.003802593
2003-05-06;0.008425899
2003-05-07;-0.005118009
2003-05-08;-0.010108795
2003-05-09;0.014177442
2003-05-12;0.012456776
2003-05-13;-0.002977628
2003-05-14;-0.003210071
2003-05-15;0.007826376
2003-05-16;-0.002496088
2003-05-19;-0.025233636
2003-05-20;-0.001130128
2003-05-21;0.00400402
2003-05-22;0.009109151
2003-05-23;0.001447652
2003-05-26;0
2003-05-27;0.019377696
2003-05-28;0.00182706
2003-05-29;-0.003762762
2003-05-30;0.014582928
2003-06-02;0.003532603
2003-06-03;0.004704532
2003-06-04;0.014996706
2003-06-05;0.003946615
2003-06-06;-0.002406594
2003-06-09;-0.012048891
2003-06-10;0.009088329
2003-06-11;0.012752907
2003-06-12;0.001032069
2003-06-13;-0.009964252
2003-06-16;0.022138099
2003-06-17;0.00090981
2003-06-18;-0.00155311
2003-06-19;-0.015353531
2003-06-20;0.00099478
2003-06-23;-0.014211322
2003-06-24;0.001842155
2003-06-25;-0.008301175
2003-06-26;0.01070816
2003-06-27;-0.009785811
2003-06-30;-0.001763452
2003-07-01;0.007992602
2003-07-02;0.011568545
2003-07-03;-0.008133617
2003-07-04;0
2003-07-07;0.018813491
2003-07-08;0.003399166
2003-07-09;-0.005601865
2003-07-10;-0.013571892
2003-07-11;0.009502598
2003-07-14;0.005714301
2003-07-15;-0.003432657
2003-07-16;-0.006437984
2003-07-17;-0.012420885
2003-07-18;0.011736546
2003-07-21;-0.014725536
2003-07-22;0.009466696
2003-07-23;0.000505889
2003-07-24;-0.007116023
2003-07-25;0.017250514
2003-07-28;-0.002165197
2003-07-29;-0.007291804
2003-07-30;-0.001811036
2003-07-31;0.002851655
2003-08-01;-0.010312404
2003-08-04;0.002710194
2003-08-05;-0.017811144
2003-08-06;0.00167655
2003-08-07;0.007253277
2003-08-08;0.00355586
2003-08-11;0.003064072
2003-08-12;0.009903985
2003-08-13;-0.006402032
2003-08-14;0.006563578
2003-08-15;0.00016152
2003-08-18;0.009113763
2003-08-19;0.002607277
2003-08-20;-0.002047288
2003-08-21;0.00296471
2003-08-22;-0.010228859
2003-08-25;0.000654328
2003-08-26;0.003034507
2003-08-27;6.0195E-05
2003-08-28;0.006051138
2003-08-29;0.005142115
2003-09-01;0
2003-09-02;0.013773617
2003-09-03;0.004179163
2003-09-04;0.001655114
2003-09-05;-0.006421539
2003-09-08;0.009985324
2003-09-09;-0.008253892
2003-09-10;-0.01203507
2003-09-11;0.005425842
2003-09-12;0.002171938
2003-09-15;-0.003757184
2003-09-16;0.014196987
2003-09-17;-0.003259883
2003-09-18;0.013178279
2003-09-19;-0.003160108
2003-09-22;-0.013093159
2003-09-23;0.006053093
2003-09-24;-0.01928033
2003-09-25;-0.006071616
2003-09-26;-0.006419637
2003-09-29;0.009713418
2003-09-30;-0.010596589
2003-10-01;0.022094147
2003-10-02;0.001981889
2003-10-03;0.009375267
2003-10-06;0.00436005
2003-10-07;0.004726089
2003-10-08;-0.005277312
2003-10-09;0.004776826
2003-10-10;-0.000645227
2003-10-13;0.006998171
2003-10-14;0.003943046
2003-10-15;-0.002595124
2003-10-16;0.003157149
2003-10-17;-0.010290175
2003-10-20;0.005143965
2003-10-21;0.001291427
2003-10-22;-0.01509379
2003-10-23;0.003304058
2003-10-24;-0.004712325
2003-10-27;0.002155299
2003-10-28;0.01507305
2003-10-29;0.001260204
2003-10-30;-0.001116919
2003-10-31;0.003594502
2003-11-03;0.007877826
2003-11-04;-0.00546333
2003-11-05;-0.001368132
2003-11-06;0.005915102
2003-11-07;-0.004584948
2003-11-10;-0.005808655
2003-11-11;-0.000515838
2003-11-12;0.011391344
2003-11-13;-0.000141712
2003-11-14;-0.00764434
2003-11-17;-0.006418421
2003-11-18;-0.009125187
2003-11-19;0.007984286
2003-11-20;-0.008467892
2003-11-21;0.001575694
2003-11-24;0.016097236
2003-11-25;0.001718923
2003-11-26;0.004317493
2003-11-27;0
2003-11-28;-0.000236222
2003-12-01;0.01120144
2003-12-02;-0.003276022
2003-12-03;-0.001773524
2003-12-04;0.004675686
2003-12-05;-0.00771393
2003-12-08;0.007321227
2003-12-09;-0.008565524
2003-12-10;-0.001066425
2003-12-11;0.011416571
2003-12-12;0.002731491
2003-12-15;-0.005695148
2003-12-16;0.006616391
2003-12-17;0.001254874
2003-12-18;0.011728661
2003-12-19;-0.000468352
2003-12-22;0.003914545
2003-12-23;0.002814124
2003-12-24;-0.00180817
2003-12-25;0
2003-12-26;0.001689552
2003-12-29;0.012324619
2003-12-30;0.000144201
2003-12-31;0.002052612
2004-01-01;0
2004-01-02;-0.003098543
2004-01-05;0.012319159
2004-01-06;0.001291248
2004-01-07;0.002364446
2004-01-08;0.004950746
2004-01-09;-0.008936198
2004-01-12;0.004784188
2004-01-13;-0.005345918
2004-01-14;0.008260326
2004-01-15;0.001352445
2004-01-16;0.00684898
2004-01-19;0
2004-01-20;-0.000930396
2004-01-21;0.0077415
2004-01-22;-0.003211789
2004-01-23;-0.002091456
2004-01-26;0.012033651
2004-01-27;-0.009846041
2004-01-28;-0.013703004
2004-01-29;0.004976608
2004-01-30;-0.002631069
2004-02-02;0.003644567
2004-02-03;0.000678029
2004-02-04;-0.008406494
2004-02-05;0.001835831
2004-02-06;0.012477323
2004-02-09;-0.002584807
2004-02-10;0.00501456
2004-02-11;0.010610962
2004-02-12;-0.00489206
2004-02-13;-0.005483233
2004-02-16;0
2004-02-17;0.009709995
2004-02-18;-0.004478505
2004-02-19;-0.004141153
2004-02-20;-0.002575105
2004-02-23;-0.002730736
2004-02-24;-0.001666609
2004-02-25;0.004012692
2004-02-26;0.001083641
2004-02-27;2.62026E-05
2004-03-01;0.009578934
2004-03-02;-0.00595214
2004-03-03;0.001686854
2004-03-04;0.003330561
2004-03-05;0.00172164
2004-03-08;-0.008385175
2004-03-09;-0.005796003
2004-03-10;-0.014741023
2004-03-11;-0.015340983
2004-03-12;0.012382586
2004-03-15;-0.014453794
2004-03-16;0.005606757
2004-03-17;0.01168086
2004-03-18;-0.001273335
2004-03-19;-0.011236174
2004-03-22;-0.013042204
2004-03-23;-0.001324594
2004-03-24;-0.002397863
2004-03-25;0.016232883
2004-03-26;-0.001019281
2004-03-29;0.012920876
2004-03-30;0.004027621
2004-03-31;-0.000701222
2004-04-01;0.005278132
2004-04-02;0.008478577
2004-04-05;0.007642749
2004-04-06;-0.002096811
2004-04-07;-0.006667594
2004-04-08;-0.001061473
2004-04-09;0
2004-04-12;0.005147701
2004-04-13;-0.01385736
2004-04-14;-0.001125084
2004-04-15;0.000593706
2004-04-16;0.005098423
2004-04-19;0.001065877
2004-04-20;-0.015679323
2004-04-21;0.005298286
2004-04-22;0.013993038
2004-04-23;0.000587583
2004-04-26;-0.004454937
2004-04-27;0.00226949
2004-04-28;-0.013890833
2004-04-29;-0.007619766
2004-04-30;-0.005933774
2004-05-03;0.009160479
2004-05-04;0.00184172
2004-05-05;0.001767006
2004-05-06;-0.00674566
2004-05-07;-0.013820502
2004-05-10;-0.010595665
2004-05-11;0.00763324
2004-05-12;0.001669153
2004-05-13;-0.000765822
2004-05-14;-0.000675139
2004-05-17;-0.010643279
2004-05-18;0.006793586
2004-05-19;-0.002577782
2004-05-20;0.000468348
2004-05-21;0.004004129
2004-05-24;0.001690293
2004-05-25;0.015975273
2004-05-26;0.001696597
2004-05-27;0.005670298
2004-05-28;-0.000535246
2004-05-31;0
2004-06-01;0.000463896
2004-06-02;0.003374606
2004-06-03;-0.00744997
2004-06-04;0.005234164
2004-06-07;0.015838275
2004-06-08;0.001542101
2004-06-09;-0.009544785
2004-06-10;0.004533035
2004-06-11;0
2004-06-14;-0.009886187
2004-06-15;0.005954033
2004-06-16;0.001368309
2004-06-17;-0.001332975
2004-06-18;0.002620124
2004-06-21;-0.004167188
2004-06-22;0.003629608
2004-06-23;0.008470647
2004-06-24;-0.002985064
2004-06-25;-0.005467953
2004-06-28;-0.000952473
2004-06-29;0.002511512
2004-06-30;0.004075472
2004-07-01;-0.010485694
2004-07-02;-0.003158383
2004-07-05;0
2004-07-06;-0.008181738
2004-07-07;0.001897483
2004-07-08;-0.008278609
2004-07-09;0.003330456
2004-07-12;0.001382927
2004-07-13;0.000708682
2004-07-14;-0.003296494
2004-07-15;-0.004309885
2004-07-16;-0.00480056
2004-07-19;-0.000444991
2004-07-20;0.007033072
2004-07-21;-0.01343009
2004-07-22;0.00270231
2004-07-23;-0.009747952
2004-07-26;-0.00196289
2004-07-27;0.009876623
2004-07-28;0.000538751
2004-07-29;0.004563161
2004-07-30;0.001171582
2004-08-02;0.00443773
2004-08-03;-0.006282003
2004-08-04;-0.000964373
2004-08-05;-0.01645497
2004-08-06;-0.015601784
2004-08-09;0.001174156
2004-08-10;0.012890406
2004-08-11;-0.003016482
2004-08-12;-0.011743831
2004-08-13;0.001475543
2004-08-16;0.013562755
2004-08-17;0.002193379
2004-08-18;0.01236648
2004-08-19;-0.003604102
2004-08-20;0.006503553
2004-08-23;-0.002433879
2004-08-24;0.000465356
2004-08-25;0.007968604
2004-08-26;0.000117644
2004-08-27;0.002422206
2004-08-30;-0.007811832
2004-08-31;0.004620162
2004-09-01;0.00151121
2004-09-02;0.011150092
2004-09-03;-0.004193667
2004-09-06;0
2004-09-07;0.006863777
2004-09-08;-0.004495956
2004-09-09;0.001888439
2004-09-10;0.004941365
2004-09-13;0.001689084
2004-09-14;0.002227004
2004-09-15;-0.007079676
2004-09-16;0.002789825
2004-09-17;0.00448481
2004-09-20;-0.005642579
2004-09-21;0.006306927
2004-09-22;-0.014035881
2004-09-23;-0.004680645
2004-09-24;0.001577664
2004-09-27;-0.005954039
2004-09-28;0.005908997
2004-09-29;0.004260949
2004-09-30;-0.000197364
2004-10-01;0.015066534
2004-10-04;0.003238233
2004-10-05;-0.000608023
2004-10-06;0.006650497
2004-10-07;-0.010032205
2004-10-08;-0.007555112
2004-10-11;0.00200309
2004-10-12;-0.002270472
2004-10-13;-0.007327285
2004-10-14;-0.009346284
2004-10-15;0.004440452
2004-10-18;0.005238017
2004-10-19;-0.009732854
2004-10-20;0.000389689
2004-10-21;0.002560914
2004-10-22;-0.009762909
2004-10-25;-0.000849102
2004-10-26;0.014760683
2004-10-27;0.012797013
2004-10-28;0.001811048
2004-10-29;0.002445032
2004-11-01;0.00027425
2004-11-02;2.65363E-05
2004-11-03;0.011135953
2004-11-04;0.016027277
2004-11-05;0.00386625
2004-11-08;-0.001098213
2004-11-09;-0.000695586
2004-11-10;-0.001005591
2004-11-11;0.009048209
2004-11-12;0.009068414
2004-11-15;-0.000304057
2004-11-16;-0.007104013
2004-11-17;0.005523118
2004-11-18;0.00136124
2004-11-19;-0.011224092
2004-11-22;0.005878411
2004-11-23;-0.000254866
2004-11-24;0.004087003
2004-11-25;0
2004-11-26;0.000752831
2004-11-29;-0.003455844
2004-11-30;-0.004038451
2004-12-01;0.014840518
2004-12-02;-0.000873326
2004-12-03;0.000705438
2004-12-06;-0.000772648
2004-12-07;-0.011135069
2004-12-08;0.004864664
2004-12-09;0.005421484
2004-12-10;-0.001043227
2004-12-13;0.00894973
2004-12-14;0.003913313
2004-12-15;0.001942635
2004-12-16;-0.002083914
2004-12-17;-0.007499733
2004-12-20;0.000360003
2004-12-21;0.008999686
2004-12-22;0.003411983
2004-12-23;0.000462867
2004-12-24;0
2004-12-27;-0.004314617
2004-12-28;0.007128533
2004-12-29;-7.41659E-05
2004-12-30;8.24063E-05
2004-12-31;-0.00134407
2005-01-03;-0.008152489
2005-01-04;-0.011748499
2005-01-05;-0.003625973
2005-01-06;0.003499706
2005-01-07;-0.001432134
2005-01-10;0.003416879
2005-01-11;-0.006118237
2005-01-12;0.003973532
2005-01-13;-0.008667581
2005-01-14;0.005986546
2005-01-17;0
2005-01-18;0.009628304
2005-01-19;-0.009535443
2005-01-20;-0.007813467
2005-01-21;-0.006435446
2005-01-24;-0.003534027
2005-01-25;0.003996301
2005-01-26;0.004832495
2005-01-27;0.000408751
2005-01-28;-0.002719629
2005-01-31;0.008424664
2005-02-01;0.006867255
2005-02-02;0.003173007
2005-02-03;-0.002769527
2005-02-04;0.010982508
2005-02-07;-0.00108951
2005-02-08;0.000482525
2005-02-09;-0.00861221
2005-02-10;0.004202601
2005-02-11;0.006901718
2005-02-14;0.000696679
2005-02-15;0.00329435
2005-02-16;0.000181784
2005-02-17;-0.00795495
2005-02-18;0.000699318
2005-02-21;0
2005-02-22;-0.014612017
2005-02-23;0.005591688
2005-02-24;0.007862859
2005-02-25;0.009263741
2005-02-28;-0.006434885
2005-03-01;0.005642079
2005-03-02;-0.000272672
2005-03-03;0.000322241
2005-03-04;0.009578342
2005-03-07;0.002606818
2005-03-08;-0.004810337
2005-03-09;-0.010237309
2005-03-10;0.001854106
2005-03-11;-0.007620444
2005-03-14;0.005617199
2005-03-15;-0.00755229
2005-03-16;-0.008114655
2005-03-17;0.00179962
2005-03-18;-0.000470616
2005-03-21;-0.004946438
2005-03-22;-0.010248488
2005-03-23;0.000699587
2005-03-24;-0.000947119
2005-03-25;0
2005-03-28;0.002438506
2005-03-29;-0.007625142
2005-03-30;0.013678588
2005-03-31;-0.000694327
2005-04-01;-0.006517947
2005-04-04;0.002724519
2005-04-05;0.004470826
2005-04-06;0.002265945
2005-04-07;0.005953175
2005-04-08;-0.008379961
2005-04-11;8.46593E-06
2005-04-12;0.005529844
2005-04-13;-0.011831351
2005-04-14;-0.010052143
2005-04-15;-0.016861816
2005-04-18;0.002936295
2005-04-19;0.00591625
2005-04-20;-0.013343545
2005-04-21;0.019544029
2005-04-22;-0.006773177
2005-04-25;0.00862499
2005-04-26;-0.008954871
2005-04-27;0.004020594
2005-04-28;-0.011445594
2005-04-29;0.011851952
2005-05-02;0.004579548
2005-05-03;-0.000852225
2005-05-04;0.012393069
2005-05-05;-0.002572097
2005-05-06;-0.00109216
2005-05-09;0.006373974
2005-05-10;-0.010763155
2005-05-11;0.004184268
2005-05-12;-0.010083888
2005-05-13;-0.004590634
2005-05-16;0.010035692
2005-05-17;0.006933163
2005-05-18;0.009968888
2005-05-19;0.004645222
2005-05-20;-0.001512377
2005-05-23;0.003843673
2005-05-24;0.000175885
2005-05-25;-0.003405929
2005-05-26;0.006374544
2005-05-27;0.000968119
2005-05-30;0
2005-05-31;-0.006091355
2005-06-01;0.008998419
2005-06-02;0.001678745
2005-06-03;-0.006890804
2005-06-06;0.001245023
2005-06-07;-0.000208788
2005-06-08;-0.002165616
2005-06-09;0.00522626
2005-06-10;-0.002350941
2005-06-13;0.002259342
2005-06-14;0.002569937
2005-06-15;0.002215318
2005-06-16;0.003623522
2005-06-17;0.004942512
2005-06-20;-0.000706929
2005-06-21;-0.002049628
2005-06-22;0.000222452
2005-06-23;-0.010892136
2005-06-24;-0.00765794
2005-06-27;-0.000738794
2005-06-28;0.009096064
2005-06-29;-0.001432486
2005-06-30;-0.007126219
2005-07-01;0.002607126
2005-07-04;0
2005-07-05;0.008793812
2005-07-06;-0.008375293
2005-07-07;0.002449005
2005-07-08;0.01161139
2005-07-11;0.006235368
2005-07-12;0.002268958
2005-07-13;0.000883255
2005-07-14;0.002620634
2005-07-15;0.001157096
2005-07-18;-0.005545021
2005-07-19;0.006708915
2005-07-20;0.004747326
2005-07-21;-0.006628135
2005-07-22;0.005396808
2005-07-25;-0.003776332
2005-07-26;0.001731574
2005-07-27;0.004562499
2005-07-28;0.005587575
2005-07-29;-0.007700107
2005-08-01;0.000947549
2005-08-02;0.007074122
2005-08-03;0.000739205
2005-08-04;-0.007400574
2005-08-05;-0.007667728
2005-08-08;-0.002686209
2005-08-09;0.006722345
2005-08-10;-0.00182889
2005-08-11;0.007037087
2005-08-12;-0.006012497
2005-08-15;0.002824379
2005-08-16;-0.011845843
2005-08-17;0.000737832
2005-08-18;-0.001000303
2005-08-19;0.000565868
2005-08-22;0.001654762
2005-08-23;-0.003410818
2005-08-24;-0.00657561
2005-08-25;0.002312159
2005-08-26;-0.006031067
2005-08-29;0.005940333
2005-08-30;-0.003197438
2005-08-31;0.009815868
2005-09-01;0.001031975
2005-09-02;-0.002926699
2005-09-05;0
2005-09-06;0.012539886
2005-09-07;0.002405103
2005-09-08;-0.003800607
2005-09-09;0.007933244
2005-09-12;-0.000741326
2005-09-13;-0.007573587
2005-09-14;-0.003286747
2005-09-15;0.000464379
2005-09-16;0.008257538
2005-09-19;-0.00558138
2005-09-20;-0.007894477
2005-09-21;-0.009162981
2005-09-22;0.003645635
2005-09-23;0.000551461
2005-09-26;0.000279729
2005-09-27;2.46783E-05
2005-09-28;0.001011285
2005-09-29;0.008827786
2005-09-30;0.000920012
2005-10-03;-0.001718584
2005-10-04;-0.010019869
2005-10-05;-0.014999078
